timestamp, power.draw []
2023/11/20 16:28:43.001, 49.67 
2023/11/20 16:28:43.006, 49.67 
2023/11/20 16:28:43.011, 49.67 
2023/11/20 16:28:43.017, 49.67 
2023/11/20 16:28:43.022, 49.67 
2023/11/20 16:28:43.027, 49.67 
2023/11/20 16:28:43.032, 49.67 
2023/11/20 16:28:43.037, 49.67 
2023/11/20 16:28:43.042, 49.67 
2023/11/20 16:28:43.047, 49.59 
2023/11/20 16:28:43.053, 49.59 
2023/11/20 16:28:43.058, 49.59 
2023/11/20 16:28:43.063, 49.59 
2023/11/20 16:28:43.068, 49.59 
2023/11/20 16:28:43.073, 49.59 
2023/11/20 16:28:43.078, 49.59 
2023/11/20 16:28:43.084, 49.59 
2023/11/20 16:28:43.089, 49.59 
2023/11/20 16:28:43.094, 49.59 
2023/11/20 16:28:43.099, 49.59 
2023/11/20 16:28:43.104, 49.59 
2023/11/20 16:28:43.109, 49.59 
2023/11/20 16:28:43.115, 49.59 
2023/11/20 16:28:43.120, 49.59 
2023/11/20 16:28:43.125, 49.59 
2023/11/20 16:28:43.130, 49.59 
2023/11/20 16:28:43.135, 49.59 
2023/11/20 16:28:43.140, 49.59 
2023/11/20 16:28:43.146, 49.60 
2023/11/20 16:28:43.151, 49.60 
2023/11/20 16:28:43.156, 49.60 
2023/11/20 16:28:43.161, 49.60 
2023/11/20 16:28:43.166, 49.60 
2023/11/20 16:28:43.171, 49.60 
2023/11/20 16:28:43.177, 49.60 
2023/11/20 16:28:43.182, 49.60 
2023/11/20 16:28:43.187, 49.60 
2023/11/20 16:28:43.192, 49.60 
2023/11/20 16:28:43.197, 49.60 
2023/11/20 16:28:43.202, 49.60 
2023/11/20 16:28:43.207, 49.60 
2023/11/20 16:28:43.214, 49.60 
2023/11/20 16:28:43.219, 49.60 
2023/11/20 16:28:43.224, 49.60 
2023/11/20 16:28:43.229, 49.60 
2023/11/20 16:28:43.234, 49.60 
